obs,time,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,Attention,Meditation,Blink,Derived,totPwr,class
619,18.5,86671,56481,38078,22908,6436,5417,6854,4417,74,29,53,0.93,227262,3
620,19.5,307839,19236,16202,7409,2386,1126,1458,345,43,40,0,0.78,356001,3
621,20.5,246237,50695,8552,3829,9226,11632,1731,952,41,29,0,0.54,332854,3
622,21.5,1603210,17705,17055,9265,6912,6251,1352,738,30,38,0,0.32,1662488,3
623,22.5,622635,120369,10744,12750,15451,11807,1692,1099,37,14,0,0.18,796547,3
624,23.5,138733,13201,4193,4701,4018,4171,5322,2662,57,3,0,0.15,177001,3
625,24.5,2632,12540,8263,11363,5146,5745,2065,1486,57,24,53,0.45,49240,3
626,25.5,170314,63850,10047,17006,16895,14521,6403,2142,57,11,0,0.48,301178,3
627,26.4,6075,4037,2139,3778,4355,5414,4500,1463,78,24,0,0.74,31761,3
628,27.5,48708,8837,13122,27265,4876,7944,3112,2185,75,44,0,0.82,116049,3
629,28.5,3559,36148,47468,65133,6908,26472,3066,2044,75,53,0,1.09,190798,2
630,29.5,14725,19026,80316,7990,12850,30487,2233,1640,80,74,0,0.91,169267,2
631,30.5,241555,39025,1608,3588,1878,1294,746,158,51,60,0,0.86,289852,2
632,31.4,1061,16853,19884,86093,7630,10871,3051,1650,44,64,0,1.18,147093,2
633,32.4,2166,12419,15835,105310,9186,14642,4186,2411,40,75,0,1.58,166155,2
634,33.5,5370,5922,14035,66687,3360,14447,1772,2472,37,88,0,1.49,114065,2
635,34.5,5295,4608,11272,61189,7440,12454,3336,2925,53,100,0,1.65,108519,2
636,35.5,6442,8924,11637,82211,4737,23221,2240,2988,61,100,55,1.89,142400,2
637,36.5,214428,15876,2457,13436,15022,2497,513,827,57,100,0,1.32,265056,2
638,37.5,46319,14408,65857,6350,4476,33506,3796,2814,67,90,66,0.94,177526,2
639,38.5,932339,37652,90115,11776,18788,9428,3714,2317,57,80,38,0.71,1106129,2
640,39.5,65396,24256,9633,11415,1460,1759,956,333,40,66,0,0.44,115208,2
641,40.5,111162,47316,80020,13009,7135,10315,4734,3465,40,80,0,0.27,277156,2
642,41.5,119824,118073,45015,49120,18653,21042,3309,3703,26,69,0,0.31,378739,2
643,42.5,238989,29518,22818,17814,25076,40135,3977,3413,47,53,84,0.26,381740,2
644,43.4,315825,37890,3765,5481,3390,1794,616,884,48,38,0,0.25,369645,3
645,44.5,4372,18006,66834,18295,10465,10574,2287,3343,51,43,0,0.53,134176,3
646,45.5,6762,4902,63251,12334,6498,14050,3769,2240,56,64,0,0.72,113806,2
647,46.5,3316,6993,36417,49864,5865,24956,1765,2591,50,84,0,0.98,131767,2
648,47.5,14122,7143,12235,77227,3000,20682,2270,2497,66,100,0,1.09,139176,2
649,48.5,10782,14948,27685,56073,11125,30601,1613,2605,78,100,0,1.25,155432,2
650,49.5,1606222,136862,82996,89897,20260,29378,3003,2953,70,96,0,0.94,1971571,2
651,50.5,4843,13983,67313,39315,4710,19838,1688,2694,66,100,0,0.95,154384,2
652,51.5,6981,7311,45022,41124,5532,21339,1871,2120,66,97,0,0.84,131300,2
653,52.5,9300,2709,57986,20387,7661,23484,2628,2120,66,100,0,0.88,126275,2
654,53.4,4650,3372,10590,71400,8276,14295,1520,1925,70,100,0,0.94,116028,2
655,54.5,5717,17444,11506,65330,8983,12976,2630,2743,69,100,0,1.2,127329,2
656,55.5,481746,165961,84647,47644,14157,13055,4283,1672,53,100,0,0.96,813165,2
657,56.5,60484,13087,32528,14978,24820,27724,1365,2793,57,87,51,0.82,177779,2
658,57.5,169676,17093,2598,32554,3838,4254,1020,899,51,75,0,0.65,231932,2
659,58.4,24699,5928,18755,60761,12311,47975,1933,1777,64,66,0,0.52,174139,2
660,59.5,147759,20027,14278,7667,1628,5366,1272,1061,77,66,0,0.28,199058,2
661,60.5,391449,70935,105930,17105,7777,28163,1972,3768,64,75,0,0.28,627099,2
662,60.5,15734,4929,15886,79511,11204,13894,1512,2929,0,0,0,0.36,145599,3
663,2.4,148353,192932,139967,39168,9010,4392,6288,2055,0,0,0,0.32,542165,3
664,3.4,37876,23837,8655,2012,7596,4683,2985,3218,0,0,0,0.45,90862,3
665,4.4,15212,13593,1303,3036,11424,9109,3088,4627,0,0,0,0.63,61392,3
666,5.4,6424,13990,5532,5174,4931,7717,3841,4052,50,43,0,0.87,51661,3
667,6.4,305505,45310,65391,31788,23357,24308,11330,5470,56,57,94,0.76,512459,2
668,7.5,73346,40880,6346,1904,4726,2417,3608,1744,56,54,0,0.77,134971,2
669,8.5,17480,5137,5176,6612,7766,6074,3308,1799,67,63,0,0.81,53352,2
670,9.5,7407,22108,14742,8955,34542,17502,5912,1481,67,60,71,0.87,112649,2
671,10.5,612462,30910,12019,6807,5805,4084,1063,559,64,53,87,0.57,673709,2
672,11.4,231894,195025,66623,7044,12800,12627,3029,2497,63,57,65,0.55,531539,2
673,12.5,203471,43737,37429,15682,36025,26566,6094,1740,63,56,77,0.53,370744,2
674,13.4,729813,47721,10886,9546,1924,2238,794,463,48,60,86,0.39,803385,2
675,14.5,187278,43971,8170,2088,6245,4919,2935,592,48,50,0,0.16,256198,1
676,15.4,24096,5521,7762,7934,5603,13761,3758,1616,64,56,0,0.28,70051,2
677,16.4,4651,13755,1345,4428,5730,7874,1792,1737,66,48,69,0.48,41312,3
678,17.5,165315,29857,11387,15769,2641,2581,4762,2076,69,54,0,0.48,234388,2
679,18.4,93284,116396,11178,12336,8773,4141,6032,2706,63,54,0,0.55,254846,2
680,19.5,37790,12507,8457,6105,9190,10663,11042,2548,60,50,83,0.68,98302,0
681,20.4,95995,27687,4602,6064,8085,5459,2366,674,54,53,0,0.6,150932,2
682,21.4,17354,13787,3307,14681,4007,4925,4353,1843,60,53,0,0.51,64257,2
683,22.4,39879,11173,3586,13904,9411,5650,4389,1751,70,67,0,0.57,89743,2
684,23.5,9361,6172,2304,9131,3450,5220,3350,4065,69,74,0,0.73,43053,2
685,24.5,9384,6445,7868,7531,8046,5986,3653,1257,74,87,62,0.77,50170,2
686,25.4,292055,40701,6648,7571,4116,3802,1368,181,69,77,92,0.74,356442,2
687,26.4,600779,98740,113907,33559,13717,33924,5869,1761,66,80,0,0.61,902256,2
688,27.4,46799,20335,19809,6801,9582,8522,7927,1544,64,78,0,0.62,121319,2
689,28.5,16146,3897,10785,2961,8118,13209,2619,2962,69,74,0,0.53,60697,2
690,29.4,13682,4002,7089,9112,4461,10556,3211,1785,81,84,0,0.5,53898,2
691,30.4,19840,25926,8738,21967,4773,9083,3220,2592,83,81,0,0.64,96139,2
692,31.5,18755,4474,2899,13132,7776,12181,1798,1709,88,83,51,0.73,62724,2
693,32.4,67021,9309,4822,6506,472,1435,447,1538,75,90,0,0.66,91550,2
694,33.5,3013,10543,22666,8690,8436,7316,2333,4850,67,94,66,0.92,67847,2
695,34.4,415241,95359,19728,9228,5770,12972,2557,5682,64,83,58,0.79,566537,2
696,35.4,299618,24176,13900,36558,6128,11248,5337,4119,57,90,0,0.69,401084,2
697,36.5,24884,7141,1767,30472,4206,5007,5600,2371,61,96,70,0.72,81448,2
698,37.5,152230,16117,1717,2046,1266,2185,617,145,57,75,62,0.69,176323,2
699,38.5,258184,66978,28250,6792,5204,1770,659,456,48,81,0,0.28,368293,2
700,39.4,8818,7149,23976,953,12441,4208,4134,1553,48,80,0,0.47,63232,2
701,40.5,8809,22815,21442,3388,3502,10287,2755,1072,51,67,82,0.6,74070,2
702,41.5,163111,37596,7544,3101,3898,3529,1021,350,50,70,46,0.46,220150,2
703,42.4,384758,338009,15815,81168,48220,15852,6175,3196,54,63,0,0.49,893193,2
704,43.4,24055,19238,1287,10352,8903,7205,6994,2129,57,50,0,0.64,80163,0
705,44.5,31607,69679,23344,14221,18478,15438,5909,2978,54,43,81,0.57,181654,3
706,45.5,1209285,85409,18105,9411,7330,7771,2667,1597,54,44,77,0.4,1341575,3
707,46.4,155070,17677,8582,3221,2896,5557,1234,618,63,53,0,0.41,194855,2
708,47.4,40529,27380,34554,20329,11823,30364,5116,2593,66,61,96,0.48,172688,2
709,48.5,327364,82312,12766,21182,8621,3975,4161,2953,57,61,0,0.36,463334,2
710,49.4,10434,8565,6526,8598,9914,7791,2535,2254,66,69,0,0.4,56617,2
711,50.4,15303,10498,32971,5080,9462,6136,3791,967,64,83,0,0.54,84208,2
712,51.5,11153,14505,18106,10676,4507,3472,3547,2043,56,90,0,0.7,68009,2
713,52.4,3736,14858,12870,12671,2958,12709,4961,4706,69,97,83,1.04,69469,2
714,53.5,93841,177968,9975,8573,4400,21789,4419,1561,63,78,0,1.06,322526,2
715,54.1,63483,14240,29557,5455,6480,12426,2227,2112,66,75,73,0.95,135980,2
716,55.4,2549487,223062,67430,4483,15814,23198,7419,4867,66,56,83,0.82,2895760,2
717,56.4,36520,20549,18195,8531,9164,7305,4026,2062,61,54,0,0.73,106352,2
718,57.4,11368,5297,15913,13420,13587,9883,7483,1486,66,80,0,0.51,78437,2
719,58.5,3981,10311,10175,8888,14974,6325,1839,2391,66,74,0,0.73,58884,2
720,59.4,4826,12510,2114,13692,3056,10895,5888,3037,75,83,69,1.04,56018,2
721,60.5,93419,9989,3570,7884,2496,5476,863,613,78,83,0,1.05,124310,2
722,60.5,7975,15814,15199,8644,1996,9323,4760,4437,0,0,0,1.24,68148,3
723,2.4,945320,176403,18445,10548,5315,7086,1572,1718,0,0,0,0.08,1166407,3
724,6.4,248400,37553,18566,60236,8535,12568,5983,1710,0,0,0,0.16,393551,3
725,7.5,36462,24736,9851,5708,3733,3895,3794,1397,0,0,0,0.28,89576,3
726,8.4,187116,110591,58036,10203,21616,19941,15597,11559,51,41,0,0.34,434659,3
727,9.5,223866,42466,3625,8780,14464,19130,11640,12186,75,34,0,0.37,336157,3
728,10.5,5864,5237,1090,5892,7286,30342,16664,5004,97,26,0,0.87,77379,3
729,11.5,65840,138447,14902,12920,20761,14221,26076,11640,93,17,0,1.04,304807,3
730,11.9,28706,5045,1083,1207,2026,931,4415,779,78,13,47,1.04,44192,3
731,12.2,0,0,0,0,0,0,0,0,0,0,47,0.0,0,3
732,13.1,386245,154233,117135,24518,31144,37646,9905,12704,53,26,59,1.0,773530,3
733,13.6,523869,219600,120503,3875,16837,17692,24422,5356,20,38,80,0.97,932154,3
734,15.4,297248,60982,9427,1333,5886,5292,2040,2216,17,37,44,0.49,384424,3
735,16.5,68001,18024,5629,8342,7274,14549,14994,12299,29,38,0,0.46,149112,3
736,17.5,22482,8520,1042,6248,21186,18607,12244,8142,50,24,33,0.61,98471,3
737,18.4,79902,69296,4556,13221,23532,26298,6780,5898,64,13,0,0.66,229483,3
738,19.5,35961,95842,3671,2402,13283,15315,13637,2071,69,3,0,0.76,182182,3
739,20.5,32959,6386,769,7316,29780,12983,14902,18259,75,1,0,1.01,123354,3
740,21.4,33790,29311,8482,12888,15136,41783,13410,9791,70,4,0,1.07,164591,3
741,22.1,701473,54830,24331,6034,19141,3812,2342,2173,54,16,128,0.82,814136,3
742,23.4,238179,18478,2046,5173,3791,2419,1049,218,51,35,197,0.73,271353,3
743,26.5,504767,21700,3249,1755,3218,4945,1653,1332,38,35,0,0.58,542619,3
744,27.5,276665,90236,18732,4996,19539,18708,6276,7033,24,30,0,0.36,442185,3
745,28.5,930837,171922,27785,43605,18988,43799,14449,6740,37,27,44,0.17,1258125,3
746,29.5,265747,40869,2907,5948,4277,9329,2822,2184,43,23,0,0.18,334083,3
747,30.5,32843,49471,20014,41221,13472,32541,22130,5329,48,37,43,0.41,217021,3
748,31.5,537549,88981,9799,1402,5664,3496,3950,1452,34,30,0,0.41,652293,3
749,32.4,221227,66515,78609,34242,25822,40249,15839,13010,37,41,57,0.45,495513,3
750,33.5,204871,56445,69624,53080,27248,58599,24666,26923,41,56,0,0.55,521456,2
751,34.4,331009,62281,16784,34984,28783,28519,15667,7037,40,53,0,0.59,525064,2
752,35.5,373253,48306,5406,6806,4073,3313,1717,5188,43,57,0,0.38,448062,2
753,36.5,349983,42184,14147,3519,19664,3860,8718,3617,34,48,53,0.41,445692,3
754,37.5,156949,19452,4082,2561,3784,1100,2528,315,14,37,0,0.34,190771,3
755,38.4,210399,85113,37879,6448,7104,5926,8261,2928,1,38,0,0.26,364058,3
756,39.0,1190863,193870,130263,73718,34954,84474,32002,9343,11,48,39,0.24,1749487,3
757,39.9,1623116,173607,40171,17202,38082,30562,56715,7939,16,48,65,0.25,1987394,3
758,41.5,633849,106700,3816,10550,2490,7043,4900,3029,20,41,41,0.23,772377,3
759,42.5,400994,60810,43650,49980,11267,20564,16067,8725,29,48,48,0.27,612057,3
760,43.5,161209,9457,5362,11132,2543,8808,7888,2557,34,51,0,0.27,208956,2
761,44.5,36695,5335,20974,34020,25779,45116,43072,7005,50,61,0,0.53,217996,2
762,45.5,522971,53389,53902,29639,22674,32987,15685,9022,61,78,0,0.54,740269,2
763,46.5,176520,24076,19189,11960,5386,8928,4937,4705,63,77,0,0.57,255701,2
764,47.5,662660,41916,16627,4684,20766,35539,32663,6852,66,64,0,0.57,821707,2
765,48.5,691020,77036,10880,2476,2307,3020,1342,796,40,50,0,0.51,788877,1
766,49.4,10693,5166,1312,2593,884,639,484,110,27,48,0,0.27,21881,3
767,50.5,1291353,134273,28549,21729,15666,19050,9683,3986,24,38,44,0.24,1524289,3
768,51.5,541685,40040,22194,38372,22259,20803,4576,2809,16,48,54,0.2,692738,3
769,52.5,610926,83704,29583,7408,9246,21110,10522,8068,30,56,82,0.19,780567,2
770,53.5,574903,24666,17217,2349,3584,9089,7910,5730,41,54,0,0.22,645448,2
771,54.4,118159,9921,58039,5463,23406,18006,21350,10095,48,67,0,0.3,264439,2
772,55.5,1271142,129106,58222,18102,5859,49985,27979,5832,50,63,50,0.31,1566227,2
773,58.5,1956752,834227,28430,78622,67773,35228,34498,11489,37,53,0,0.32,3047019,2
774,59.4,76869,36407,32371,10217,12406,15643,11230,3302,37,54,0,0.39,198445,2
775,60.4,592927,19980,2873,696,3255,11591,4663,3100,43,29,69,0.38,639085,3
776,8.3,663686,347776,21545,58909,52845,61612,25471,10270,0,0,0,0.32,1242114,3
777,9.3,359369,7612,1236,752,1577,1854,1366,484,0,0,0,0.21,374250,3
778,10.4,2146250,557469,40886,60643,33033,28320,24122,8279,0,0,36,0.2,2899002,3
779,11.3,623445,142307,10819,11532,15330,7484,3090,1931,30,30,0,0.18,815938,3
780,12.4,66098,62071,28015,17032,10774,9803,7819,1442,35,54,0,0.24,203054,2
781,13.3,76878,69228,36198,30202,11046,13599,13772,3876,38,78,0,0.31,254799,2
782,14.3,212174,10798,8335,16023,2076,5392,2415,741,47,100,0,0.32,257954,2
783,15.3,386873,71898,8844,18923,14623,21818,8031,3270,67,100,0,0.33,534280,2
784,16.3,17008,22892,15232,26327,14053,23241,7182,4117,87,96,0,0.54,130052,2
785,17.4,129624,23316,3119,35808,12186,10361,5330,4500,93,90,0,0.52,224244,2
786,18.3,435695,23024,6455,5660,3387,2670,1855,1008,84,69,0,0.41,479754,2
787,19.3,73902,11112,2261,2586,593,1434,619,368,74,78,0,0.41,92875,2
788,20.3,147615,23949,7663,8364,4102,3603,2369,977,54,70,33,0.4,198642,2
789,21.3,86128,3285,1757,1502,7048,2239,2077,624,66,51,0,0.22,104660,2
790,22.3,97177,10753,20574,41919,11461,22476,12441,4410,84,70,0,0.26,221211,2
791,23.3,1264063,79179,10457,42584,12875,9425,8287,6518,80,74,0,0.27,1433388,2
792,24.3,195689,15128,285,6486,4112,3423,2400,1946,88,63,0,0.28,229469,2
793,25.3,102526,49021,25019,21052,3411,11377,13002,3575,74,80,37,0.34,228983,2
794,26.3,184518,236058,1098,65096,7591,8462,8186,4638,43,53,0,0.37,515647,2
795,27.3,98760,21465,33338,13219,24578,10664,8876,1594,53,61,0,0.34,212494,2
796,28.3,56668,81318,19619,92060,13785,16265,10694,3479,44,80,0,0.45,293888,2
797,29.4,256456,105259,24831,21753,25801,26853,43761,4162,50,66,0,0.51,508876,2
798,30.4,204718,38225,26989,59759,16470,18613,5483,3442,70,90,0,0.46,373699,2
799,31.3,342800,101079,17278,73413,14709,11566,3831,851,60,88,0,0.42,565527,2
800,32.3,176105,14675,4189,2068,5035,3079,4455,1045,66,66,0,0.38,210651,2
801,33.4,97621,51828,21466,22704,21382,14770,7262,4142,64,75,0,0.34,241175,2
802,34.4,64575,29861,13581,31400,9796,14312,6215,7410,67,67,38,0.36,177150,2
803,35.3,499972,69722,9997,35646,14310,7777,6539,2823,69,63,0,0.34,646786,2
804,36.3,50488,242082,50059,85891,57219,38953,16033,5141,64,69,35,0.49,545866,2
805,37.3,752685,465515,86597,98881,36199,15166,23485,16508,40,63,0,0.5,1495036,2
806,38.3,64315,31827,12746,37238,12887,29419,24464,3581,50,61,0,0.58,216477,2
807,39.4,36139,31120,36016,8303,4718,20250,13531,5398,66,67,0,0.65,155475,2
808,40.3,51302,40220,5748,23827,16446,20548,16297,3647,81,66,0,0.78,178035,2
809,41.4,502342,36980,15691,42016,15842,23549,19801,2673,100,80,47,0.66,658894,2
810,44.4,131222,9817,4060,1747,1658,1822,416,302,96,74,42,0.61,151044,2
811,50.3,357592,43176,4994,62082,14316,13829,22886,6994,87,78,117,0.52,525869,2
812,51.4,834769,382295,47799,35167,40286,85804,32770,10996,80,63,0,0.38,1469886,2
813,52.3,1407376,110971,91250,24934,12285,12176,11590,22234,60,64,0,0.26,1692816,2
814,53.1,1134862,229291,18526,14207,56379,24697,17888,6479,56,41,76,0.25,1502329,3
815,54.5,490637,303991,12560,4152,20612,13827,3707,1205,43,7,203,0.25,850691,3
816,55.4,1468612,597219,70258,47868,28361,32116,20124,3875,24,14,0,0.21,2268433,3
817,56.3,108275,34595,21681,14934,40969,20701,10510,6739,48,7,0,0.26,258404,3
818,57.3,21373,34359,30481,11151,7492,18106,18377,12588,60,38,40,0.55,153927,3
819,58.3,44373,26078,1364,2121,2745,3739,2477,5535,74,47,0,0.63,88432,3
820,59.3,497024,65523,21724,38829,9552,49243,21791,13420,100,60,0,0.68,717106,2
821,60.3,15371,22684,10916,2415,18448,25983,19287,14449,100,50,0,1.06,129553,0
822,60.3,38949,46454,5451,31083,16030,16662,17086,6714,0,0,0,1.17,178429,3
823,2.9,566749,359008,66385,11269,42338,33946,47262,11924,0,0,0,0.43,1138881,3
824,4.0,1456375,439097,19008,60688,29243,23414,31931,10075,0,0,0,0.33,2069831,3
825,4.9,215027,68339,2008,19034,4388,6793,2816,1269,0,0,0,0.29,319674,3
826,5.9,385508,119818,64486,38469,8740,20368,7768,1297,51,53,0,0.26,646454,2
827,7.0,174752,230969,36130,45770,14116,20322,8127,2972,54,54,0,0.28,533158,2
828,8.1,610575,34083,78362,37554,2571,11487,11181,3998,61,78,0,0.24,789811,2
829,8.9,415595,159860,27449,81379,14482,42966,10122,4154,84,81,0,0.24,756007,2
830,10.0,244493,72862,5861,29423,18116,21278,5926,3740,96,66,0,0.26,401699,2
831,10.9,132310,10390,1209,43791,4087,4089,1499,593,96,88,0,0.25,197968,2
832,12.0,234728,30345,160929,8640,18906,15673,4325,3095,93,88,0,0.24,476641,2
833,12.9,169959,11164,12229,4281,5601,4114,3438,1040,91,94,0,0.24,211826,2
834,13.9,257879,84435,8105,6170,5728,3529,2308,1063,51,84,45,0.22,369217,2
835,15.0,429575,175861,9180,64457,28892,16200,8095,4149,47,63,0,0.21,736409,2
836,16.1,230322,73568,24453,183890,16721,9694,4631,1983,26,60,62,0.22,545262,2
837,16.9,248783,40300,46043,13451,4606,3940,1144,739,1,64,0,0.19,359006,2
838,17.9,43529,44097,79740,60365,19815,30883,8399,6350,34,93,0,0.31,293178,2
839,18.9,497552,39857,67919,72531,9150,14933,7788,2580,38,100,0,0.32,712310,2
840,20.0,77480,38468,150695,41993,21798,8231,5506,2611,41,100,44,0.37,346782,2
841,20.9,303189,139457,118698,62512,28747,30742,5313,2899,63,100,0,0.36,691557,2
842,21.9,130668,31690,28844,92411,25827,8776,3239,5822,37,100,0,0.41,327277,2
843,23.0,125534,38975,30547,146497,9498,17387,5040,4033,37,100,0,0.33,377511,2
844,23.9,34253,77310,5525,121747,14519,24920,12332,3081,66,100,0,0.47,293687,2
845,24.9,698892,53615,137549,24026,20265,7749,4477,3224,41,100,0,0.41,949797,2
846,25.9,124901,127777,81525,51637,7505,7493,4726,5070,26,100,0,0.44,410634,2
847,26.9,181143,27457,14466,21180,3124,2004,2199,849,4,100,0,0.4,252422,2
848,27.9,390377,120757,22726,106898,24388,10099,2401,1797,1,97,0,0.35,679443,2
849,28.9,110609,42400,37595,304876,21012,10303,5831,1605,1,100,54,0.24,534231,2
850,30.0,167635,34517,4125,25248,3294,3580,6823,1788,1,91,0,0.28,247010,2
851,30.9,112700,24153,54065,48265,13491,22043,3567,5878,21,90,56,0.28,284162,2
852,31.9,110502,35425,27819,8643,4202,1777,6586,1069,16,84,0,0.31,196023,2
853,33.1,69622,20313,25138,5208,6652,5212,4583,2275,44,67,75,0.37,139003,2
854,33.9,1670185,326538,20870,59900,30220,38815,30245,12289,60,54,0,0.34,2189062,2
855,35.0,160429,16235,10432,7102,2783,5880,3211,2624,60,47,0,0.34,208696,3
856,35.9,198824,208756,141613,44214,19740,11585,12203,6808,63,47,0,0.34,643743,3
857,37.0,100520,39750,24080,7395,4954,3619,4146,1100,50,43,39,0.33,185564,3
858,37.9,500062,113041,17198,118614,9280,20691,22508,6127,47,60,60,0.31,807521,2
859,38.9,453522,229190,63621,41546,21391,47824,15828,6828,43,51,0,0.33,879750,2
860,39.9,781216,87099,222884,10057,23885,15468,9982,4207,54,61,0,0.31,1154798,2
861,41.1,321647,42579,10161,26316,2861,4481,2222,1654,56,61,47,0.26,411921,2
862,41.9,75045,15147,165286,93921,15435,27100,29836,6537,60,75,0,0.38,428307,2
863,42.9,1413183,250493,19382,21577,21385,35040,41151,17641,57,66,58,0.37,1819852,2
864,43.4,111367,61234,13714,32386,3245,6229,2383,1121,60,54,38,0.36,231679,2
865,44.9,593837,249789,66266,58322,27646,15935,22605,6805,54,51,52,0.38,1041205,2
866,45.6,188136,98416,8804,42437,3830,5338,3243,1783,35,27,61,0.4,351987,3
867,46.9,1002810,188953,97688,336591,41868,19318,16973,4066,7,54,61,0.25,1708267,2
868,47.9,1887950,240814,39794,53999,87289,45343,31893,7812,24,44,0,0.23,2394894,3
869,49.0,26414,12768,44604,135579,38046,16984,11370,7778,40,61,0,0.42,293543,2
870,49.9,181728,307924,147131,35787,41397,76556,38486,34470,70,61,97,0.54,863479,2
871,50.9,699064,72005,22020,27142,12634,7297,1473,1442,84,50,0,0.51,843077,0
872,51.9,811108,190281,86989,47692,36697,32118,19595,8349,80,57,0,0.53,1232829,2
873,53.0,554540,41574,41113,117901,42597,38708,23791,2963,93,51,0,0.54,863187,2
874,53.9,858357,58324,46476,72131,23973,25958,12324,4783,91,60,51,0.34,1102326,2
875,54.9,844250,699580,14778,54481,49365,27495,11757,4399,81,43,56,0.2,1706105,3
876,56.1,312923,611046,124000,50652,129231,34537,23295,9763,66,35,58,0.27,1295447,3
877,56.9,214796,44645,18110,74026,5885,12853,5793,5694,50,35,0,0.29,381802,3
878,58.0,83367,29401,17768,3335,2278,5439,5519,1408,43,27,0,0.31,148515,3
879,58.9,373941,61835,81594,88605,8582,22509,16547,3366,60,57,0,0.33,656979,2
880,59.9,49917,32557,60621,155419,9742,11144,6045,5767,56,87,0,0.43,331212,2
881,60.9,414477,56241,77867,40750,24934,26799,33313,7013,69,83,0,0.42,681394,2
882,60.9,19313,12372,18665,178597,15246,23677,18240,5327,0,0,0,0.66,291437,3
883,3.1,122201,72948,8908,5616,7451,4813,1170,1924,0,0,0,0.22,225031,3
884,3.9,904076,68173,14862,40254,31093,21495,19347,5807,0,0,54,0.22,1105107,3
885,4.6,953142,625710,79104,65264,64157,69204,38194,14408,0,0,63,0.26,1909183,3
886,5.9,514158,70454,8256,12194,6884,5450,8415,5622,30,38,62,0.25,631433,3
887,6.4,611670,213930,67654,18356,20451,23948,11814,12304,27,44,52,0.26,980127,3
888,7.1,1326332,112542,9191,20165,12003,3986,2980,2599,10,43,51,0.23,1489798,3
889,7.3,0,0,0,0,0,0,0,0,0,0,55,0.0,0,3
890,7.7,0,0,0,0,0,0,0,0,0,0,34,0.0,0,3
891,9.0,1608326,80493,70021,2751,10150,11569,5428,3028,10,66,68,0.21,1791766,2
892,10.1,209281,16634,5018,1741,1900,11048,3055,3211,40,66,46,0.19,251888,2
893,11.1,401097,402802,11496,7849,48496,54155,33809,11119,48,41,0,0.24,970823,3
894,12.0,201452,81866,39779,18887,17235,20638,15463,5276,74,61,0,0.27,400596,2
895,13.0,100141,224302,44744,33560,11227,27194,19244,8807,70,47,42,0.4,469219,3
896,14.1,461812,62865,50941,13799,28322,14823,16554,6460,51,70,46,0.44,655576,2
897,15.1,285702,94803,71264,73546,15232,11294,15687,10337,35,100,0,0.47,577865,2
898,16.1,37240,37050,12139,19283,8063,24690,6890,22028,48,100,0,0.62,167383,2
899,16.3,760244,514625,92328,51725,125267,34889,54971,46330,40,97,45,0.64,1680379,2
900,17.5,361267,21296,2995,7602,2165,5086,6956,1004,44,87,50,0.53,408371,2
901,17.8,0,0,0,0,0,0,0,0,0,0,36,0.0,0,3
902,18.6,749768,82785,4345,6821,5706,1893,5692,1547,37,57,35,0.49,858557,2
903,20.1,568662,182397,26652,24082,12534,5813,6001,10222,1,51,37,0.46,836363,2
904,20.5,715533,59761,11602,6785,10116,3855,7214,2983,4,51,57,0.25,817849,2
905,21.4,127196,13348,3172,928,1901,1942,2289,792,3,47,41,0.19,151568,3
906,21.9,0,0,0,0,0,0,0,0,0,0,37,0.0,0,3
907,22.3,401583,46350,1512,4622,13951,2598,4653,3527,16,43,41,0.19,478796,3
908,23.0,872687,350976,88111,23914,37814,27772,33647,10094,27,44,43,0.22,1445015,3
909,24.9,940859,171222,66904,38076,25825,30742,22758,13848,38,53,41,0.23,1310234,2
910,26.0,1105243,39966,3310,10421,7926,7459,2577,4253,40,53,43,0.22,1181155,2
911,27.0,111315,26046,6134,2665,4479,2540,3996,1137,43,64,0,0.24,158312,2
912,28.0,19470,13500,4799,21965,8597,28958,21879,4634,70,74,41,0.51,123802,2
913,29.0,238317,54846,44516,32486,20568,24876,7354,6951,74,80,49,0.51,429914,2
914,30.0,106116,37257,12161,14103,8928,7562,4066,835,67,87,59,0.52,191028,2
915,31.0,1082739,68578,24059,11305,11620,4571,2240,1251,60,93,0,0.51,1206363,2
916,32.0,13553,27182,39589,26138,5302,14594,7875,2904,43,100,0,0.7,137137,2
917,33.0,12316,10555,31413,27295,29237,29575,14915,8657,53,100,0,0.77,163963,2
918,34.0,70950,48988,39363,15079,31008,16924,10297,6224,57,100,41,0.84,238833,2
919,35.0,1389037,238813,24702,95117,113963,17407,35619,9424,60,100,53,0.83,1924082,2
920,35.9,1111912,240414,5537,24964,10680,32323,17346,3375,54,69,47,0.85,1446551,2
921,37.0,236950,37145,5677,1366,2960,1420,1204,804,26,50,0,0.63,287526,1
922,38.0,19924,4950,6835,39982,24739,20519,17142,6986,37,54,38,0.55,141077,2
923,39.0,347642,78517,102678,16794,22556,29314,7094,3632,48,67,47,0.46,608227,2
924,40.0,484024,56423,38039,13170,16451,22462,11566,13268,54,87,40,0.48,655403,2
925,41.0,615725,52528,78526,50316,25479,12786,9319,4670,61,100,0,0.48,849349,2
926,42.0,43183,23284,21190,89704,9747,37516,10121,3677,56,100,0,0.61,238422,2
927,43.0,6464,5252,15249,26682,7744,21234,9336,2497,69,100,48,0.67,94458,2
928,44.0,676708,55592,39731,46656,8351,6139,4251,2166,53,100,0,0.65,839594,2
